49
2	1	313	307	8	16	0   5
20	1	310	305	16	16	1   6
21	1	375	351	17	17	2   7
2	1	415	326	8	16	3   8
5	1	415	329	10	8	4   9
9	1	290	240	16	31	5   10
2	1	362	223	8	16	6   11
16	1	357	224	17	16	7   12
2	1	428	50	8	16	8   13
2	1	330	15	8	16	9   14
15	1	428	50	9	16	10  15
15	1	329	16	9	16	11  16
9	1	323	112	16	31	12  17
10	1	293	16	16	16	13  18
2	1	276	18	8	16	14  19
15	1	275	18	9	16	15  20
2	1	203	18	8	16	16  21
15	1	202	18	9	16	17  22
9	1	126	48	16	31	18  23
2	1	115	15	8	16	19  24
22	1	110	16	16	16	20  25
2	1	46	51	8	16	21  26
15	1	46	51	9	16	22  27
-2	0	311	266	13	8	23  0
-2	0	344	362	13	7	24  1
-2	0	398	295	17	12	25  2
-2	0	395	185	13	7	26  3
-2	0	471	97	17	15	27  4
19	1	353	82	16	15	28  28
-1	0	223	372	255	10	29  29
-1	0	227	321	12	50	30  31
-1	0	401	308	76	13	31  32
-1	0	256	276	127	9	32  33
-1	0	238	259	16	30	33
-1	0	465	115	47	13	34
-1	0	354	100	23	11	35
-1	0	354	84	90	9	36
-1	0	192	84	97	12	37
-1	0	290	113	28	14	38
-1	0	321	147	62	11	39
-1	0	358	116	12	29	40
-1	0	97	84	61	12	41
-1	0	63	115	31	12	42
-1	0	0	84	31	12	43
-4	0	364	194	24	11	44
-5	0	389	183	20	8	45
-6	0	2	32	16	50	46
10	1	259	209	16	16	47
30	1	57	86	32	16	48
